HP1	0	6831201	6062764
HP2	-1219200	7013152	3751268
HP3	-457200	6831201	-3317986
HP4	-1219200	6387435	-5202305
AS1	-1346200	3962400	7366000
AS2	-1286736	3965520	3851275
AS3	-1178926	5080000	3185822
AS4	-1219200	5080000	2123000
AS5	-1219200	5080000	-2123000
AS6	-1219200	5080000	-3185822
AS7	-1286736	3965520	-3851275
AS8	-1346200	3962400	-7366000
