xn,yn,zn
-2055321.8,604237.44,-5766259.0
-2044753.6,604237.44,-5815129.5
-2034185.5,604237.44,-5864000.0
-2023617.4,604237.44,-5912870.0
-2013049.2,604237.44,-5961740.5
-2002481.2,604237.44,-6010611.0
-1991913.1,604237.44,-6059481.5
-1981345.0,604237.44,-6108351.5
-1970776.9,604237.44,-6157222.0
-1960208.8,604237.44,-6206092.5
-1949640.6,604237.44,-6254963.0
-1939072.6,604237.44,-6303833.5
-1928504.5,604237.44,-6352703.5
-1917936.4,604237.44,-6401574.0
-1907368.2,604237.44,-6450444.5
-1896800.1,604237.44,-6499315.0
-1886232.0,604237.44,-6548185.5
-1875664.0,604237.44,-6597055.5
-1865095.9,604237.44,-6645926.0
-1854527.8,604237.44,-6694796.5
-1843959.6,604237.44,-6743667.0
-1833391.5,604237.44,-6792537.0
-1822823.4,604237.44,-6841407.5
-1812255.4,604237.44,-6890278.0
-1801687.2,604237.44,-6939148.5
-1791119.1,604237.44,-6988019.0
-1802415.5,647099.56,-6964883.5
-1812983.6,647099.56,-6916013.5
-1823551.8,647099.56,-6867143.0
-1834119.9,647099.56,-6818272.5
-1844688.0,647099.56,-6769402.0
-1855256.0,647099.56,-6720532.0
-1865824.1,647099.56,-6671661.5
-1876392.2,647099.56,-6622791.0
-1886960.4,647099.56,-6573920.5
-1897528.5,647099.56,-6525050.0
-1908096.6,647099.56,-6476180.0
-1918664.6,647099.56,-6427309.5
-1929232.8,647099.56,-6378439.0
-1939800.9,647099.56,-6329568.5
-1950369.0,647099.56,-6280698.5
-1960937.1,647099.56,-6231828.0
-1971505.2,647099.56,-6182957.5
-1982073.2,647099.56,-6134087.0
-1992641.4,647099.56,-6085216.5
-2003209.5,647099.56,-6036346.5
-2013777.6,647099.56,-5987476.0
-2024345.8,647099.56,-5938605.5
-2034913.9,647099.56,-5889735.0
-2045481.9,647099.56,-5840864.5
-2056050.0,647099.56,-5791994.5
-2066618.1,647099.56,-5743124.0
-2077186.2,647099.56,-5694253.5
-2087754.4,647099.56,-5645383.0
-2098322.5,647099.56,-5596513.0
-2108890.5,647099.56,-5547642.5
-2119458.8,647099.56,-5498772.0
-2130026.8,647099.56,-5449901.5
-2140594.8,647099.56,-5401031.0
-2151163.0,647099.56,-5352161.0
-2161731.0,647099.56,-5303290.5
-2172299.2,647099.56,-5254420.0
-2182867.2,647099.56,-5205549.5
-2193435.5,647099.56,-5156679.5
-2194163.8,689961.7,-5182414.5
-2183595.5,689961.7,-5231285.0
-2173027.5,689961.7,-5280155.5
-2162459.2,689961.7,-5329026.0
-2151891.2,689961.7,-5377896.0
-2141323.2,689961.7,-5426766.5
-2130755.0,689961.7,-5475637.0
-2120187.0,689961.7,-5524507.5
-2109618.8,689961.7,-5573377.5
-2099050.8,689961.7,-5622248.0
-2088482.6,689961.7,-5671118.5
-2077914.5,689961.7,-5719989.0
-2067346.4,689961.7,-5768859.5
-2056778.4,689961.7,-5817729.5
-2046210.2,689961.7,-5866600.0
-2035642.1,689961.7,-5915470.5
-2025074.0,689961.7,-5964341.0
-2014505.9,689961.7,-6013211.5
-2003937.8,689961.7,-6062081.5
-1993369.8,689961.7,-6110952.0
-1982801.6,689961.7,-6159822.5
-1972233.5,689961.7,-6208693.0
-1961665.4,689961.7,-6257563.0
-1951097.2,689961.7,-6306433.5
-1940529.1,689961.7,-6355304.0
-1929961.1,689961.7,-6404174.5
-1919393.0,689961.7,-6453045.0
-1908824.9,689961.7,-6501915.0
-1898256.8,689961.7,-6550785.5
-1887688.6,689961.7,-6599656.0
-1877120.5,689961.7,-6648526.5
-1866552.5,689961.7,-6697396.5
-1855984.4,689961.7,-6746267.0
-1845416.2,689961.7,-6795137.5
-1834848.1,689961.7,-6844008.0
-1824280.0,689961.7,-6892878.5
-1813711.9,689961.7,-6941748.5
-1825008.4,732823.75,-6918613.5
-1835576.4,732823.75,-6869743.5
-1846144.5,732823.75,-6820873.0
-1856712.6,732823.75,-6772002.5
-1867280.8,732823.75,-6723132.0
-1877848.9,732823.75,-6674261.5
-1888417.0,732823.75,-6625391.5
-1898985.0,732823.75,-6576521.0
-1909553.1,732823.75,-6527650.5
-1920121.2,732823.75,-6478780.0
-1930689.4,732823.75,-6429909.5
-1941257.5,732823.75,-6381039.5
-1951825.6,732823.75,-6332169.0
-1962393.6,732823.75,-6283298.5
-1972961.8,732823.75,-6234428.0
-1983529.9,732823.75,-6185558.0
-1994098.0,732823.75,-6136687.5
-2004666.1,732823.75,-6087817.0
-2015234.2,732823.75,-6038946.5
-2025802.2,732823.75,-5990076.0
-2036370.4,732823.75,-5941206.0
-2046938.5,732823.75,-5892335.5
-2057506.6,732823.75,-5843465.0
-2068074.8,732823.75,-5794594.5
-2078642.9,732823.75,-5745724.5
-2089210.9,732823.75,-5696854.0
-2099779.0,732823.75,-5647983.5
-2110347.2,732823.75,-5599113.0
-2120915.2,732823.75,-5550242.5
-2131483.2,732823.75,-5501372.5
-2142051.5,732823.75,-5452502.0
-2152619.5,732823.75,-5403631.5
-2163187.8,732823.75,-5354761.0
-2173755.8,732823.75,-5305890.5
-2184323.8,732823.75,-5257020.5
0.0,0.0,0.0
-2174484.0,775685.9,-5331626.0
-2163916.0,775685.9,-5380496.5
-2153347.8,775685.9,-5429367.0
-2142779.8,775685.9,-5478237.5
-2132211.8,775685.9,-5527107.5
-2121643.5,775685.9,-5575978.0
-2111075.5,775685.9,-5624848.5
-2100507.2,775685.9,-5673719.0
-2089939.2,775685.9,-5722589.0
-2079371.1,775685.9,-5771459.5
-2068803.0,775685.9,-5820330.0
-2058234.9,775685.9,-5869200.5
-2047666.9,775685.9,-5918071.0
-2037098.8,775685.9,-5966941.0
-2026530.6,775685.9,-6015811.5
-2015962.5,775685.9,-6064682.0
-2005394.4,775685.9,-6113552.5
-1994826.2,775685.9,-6162422.5
-1984258.2,775685.9,-6211293.0
-1973690.1,775685.9,-6260163.5
-1963122.0,775685.9,-6309034.0
-1952553.9,775685.9,-6357904.5
-1941985.8,775685.9,-6406774.5
-1931417.6,775685.9,-6455645.0
-1920849.6,775685.9,-6504515.5
-1910281.5,775685.9,-6553386.0
-1899713.4,775685.9,-6602256.5
-1889145.2,775685.9,-6651126.5
-1878577.1,775685.9,-6699997.0
-1868009.0,775685.9,-6748867.5
-1857441.0,775685.9,-6797738.0
-1846872.9,775685.9,-6846608.0
-1836304.8,775685.9,-6895478.5
-1847601.1,818548.0,-6872343.5
-1858169.2,818548.0,-6823473.0
-1868737.4,818548.0,-6774603.0
-1879305.5,818548.0,-6725732.5
-1889873.5,818548.0,-6676862.0
-1900441.6,818548.0,-6627991.5
-1911009.8,818548.0,-6579121.0
-1921577.9,818548.0,-6530251.0
-1932146.0,818548.0,-6481380.5
-1942714.1,818548.0,-6432510.0
-1953282.1,818548.0,-6383639.5
-1963850.2,818548.0,-6334769.5
-1974418.4,818548.0,-6285899.0
-1984986.5,818548.0,-6237028.5
-1995554.6,818548.0,-6188158.0
-2006122.8,818548.0,-6139287.5
-2016690.8,818548.0,-6090417.5
-2027258.9,818548.0,-6041547.0
-2037827.0,818548.0,-5992676.5
-2048395.1,818548.0,-5943806.0
-2058963.2,818548.0,-5894936.0
-2069531.4,818548.0,-5846065.5
-2080099.4,818548.0,-5797195.0
-2090667.5,818548.0,-5748324.5
-2101235.8,818548.0,-5699454.0
-2111803.8,818548.0,-5650584.0
-2122371.8,818548.0,-5601713.5
-2132940.0,818548.0,-5552843.0
-2143508.0,818548.0,-5503972.5
-2154076.2,818548.0,-5455102.0
-2164644.2,818548.0,-5406232.0
-2175212.2,818548.0,-5357361.5
0.0,0.0,0.0
-2165372.5,861410.1,-5431967.0
-2154804.5,861410.1,-5480837.5
-2144236.2,861410.1,-5529708.0
-2133668.2,861410.1,-5578578.5
-2123100.2,861410.1,-5627449.0
-2112532.0,861410.1,-5676319.0
-2101964.0,861410.1,-5725189.5
-2091395.9,861410.1,-5774060.0
-2080827.8,861410.1,-5822930.5
-2070259.6,861410.1,-5871800.5
-2059691.5,861410.1,-5920671.0
-2049123.4,861410.1,-5969541.5
-2038555.2,861410.1,-6018412.0
-2027987.2,861410.1,-6067282.5
-2017419.1,861410.1,-6116152.5
-2006851.0,861410.1,-6165023.0
-1996282.9,861410.1,-6213893.5
-1985714.8,861410.1,-6262764.0
-1975146.6,861410.1,-6311634.0
-1964578.6,861410.1,-6360504.5
-1954010.5,861410.1,-6409375.0
-1943442.4,861410.1,-6458245.5
-1932874.2,861410.1,-6507116.0
-1922306.1,861410.1,-6555986.0
-1911738.0,861410.1,-6604856.5
-1901170.0,861410.1,-6653727.0
-1890601.9,861410.1,-6702597.5
-1880033.8,861410.1,-6751468.0
-1869465.6,861410.1,-6800338.0
-1880762.0,904272.25,-6777203.0
-1891330.1,904272.25,-6728332.5
-1901898.2,904272.25,-6679462.5
-1912466.4,904272.25,-6630592.0
-1923034.5,904272.25,-6581721.5
-1933602.6,904272.25,-6532851.0
-1944170.6,904272.25,-6483981.0
-1954738.8,904272.25,-6435110.5
-1965306.9,904272.25,-6386240.0
-1975875.0,904272.25,-6337369.5
-1986443.1,904272.25,-6288499.0
-1997011.2,904272.25,-6239629.0
-2007579.2,904272.25,-6190758.5
-2018147.4,904272.25,-6141888.0
-2028715.5,904272.25,-6093017.5
-2039283.6,904272.25,-6044147.0
-2049851.8,904272.25,-5995277.0
-2060419.9,904272.25,-5946406.5
-2070987.9,904272.25,-5897536.0
-2081556.0,904272.25,-5848665.5
-2092124.1,904272.25,-5799795.5
-2102692.2,904272.25,-5750925.0
-2113260.2,904272.25,-5702054.5
-2123828.5,904272.25,-5653184.0
-2134396.5,904272.25,-5604313.5
-2144964.8,904272.25,-5555443.5
-2155532.8,904272.25,-5506573.0
-2156261.0,947134.4,-5532308.5
-2145693.0,947134.4,-5581178.5
-2135124.8,947134.4,-5630049.0
-2124556.8,947134.4,-5678919.5
-2113988.8,947134.4,-5727790.0
-2103420.5,947134.4,-5776660.0
-2092852.4,947134.4,-5825530.5
-2082284.4,947134.4,-5874401.0
-2071716.2,947134.4,-5923271.5
-2061148.1,947134.4,-5972142.0
-2050580.0,947134.4,-6021012.0
-2040011.9,947134.4,-6069882.5
-2029443.8,947134.4,-6118753.0
-2018875.8,947134.4,-6167623.5
-2008307.6,947134.4,-6216494.0
-1997739.5,947134.4,-6265364.0
-1987171.4,947134.4,-6314234.5
-1976603.2,947134.4,-6363105.0
-1966035.1,947134.4,-6411975.5
-1955467.1,947134.4,-6460845.5
-1944899.0,947134.4,-6509716.0
-1934330.9,947134.4,-6558586.5
-1923762.8,947134.4,-6607457.0
-1913194.6,947134.4,-6656327.5
-1902626.5,947134.4,-6705197.5
-1892058.5,947134.4,-6754068.0
-1903354.9,989996.5,-6730933.0
-1913923.0,989996.5,-6682062.5
-1924491.0,989996.5,-6633192.0
-1935059.1,989996.5,-6584322.0
-1945627.2,989996.5,-6535451.5
-1956195.4,989996.5,-6486581.0
-1966763.5,989996.5,-6437710.5
-1977331.6,989996.5,-6388840.5
-1987899.6,989996.5,-6339970.0
-1998467.8,989996.5,-6291099.5
-2009035.9,989996.5,-6242229.0
-2019604.0,989996.5,-6193358.5
-2030172.1,989996.5,-6144488.5
-2040740.2,989996.5,-6095618.0
-2051308.2,989996.5,-6046747.5
-2061876.4,989996.5,-5997877.0
-2072444.5,989996.5,-5949007.0
-2083012.6,989996.5,-5900136.5
-2093580.8,989996.5,-5851266.0
-2104148.8,989996.5,-5802395.5
-2114717.0,989996.5,-5753525.0
-2125285.0,989996.5,-5704655.0
-2135853.2,989996.5,-5655784.5
-2146421.2,989996.5,-5606914.0
0.0,0.0,0.0
-2136581.5,1032858.6,-5681520.0
-2126013.2,1032858.6,-5730390.0
-2115445.2,1032858.6,-5779260.5
-2104877.2,1032858.6,-5828131.0
-2094309.0,1032858.6,-5877001.5
-2083740.9,1032858.6,-5925871.5
-2073172.9,1032858.6,-5974742.0
-2062604.8,1032858.6,-6023612.5
-2052036.6,1032858.6,-6072483.0
-2041468.5,1032858.6,-6121353.5
-2030900.4,1032858.6,-6170223.5
-2020332.2,1032858.6,-6219094.0
-2009764.2,1032858.6,-6267964.5
-1999196.1,1032858.6,-6316835.0
-1988628.0,1032858.6,-6365705.0
-1978059.9,1032858.6,-6414575.5
-1967491.8,1032858.6,-6463446.0
-1956923.6,1032858.6,-6512316.5
-1946355.6,1032858.6,-6561187.0
-1935787.5,1032858.6,-6610057.0
-1925219.4,1032858.6,-6658927.5
-1914651.2,1032858.6,-6707798.0
-1925947.6,1075720.8,-6684663.0
-1936515.8,1075720.8,-6635792.5
-1947083.9,1075720.8,-6586922.0
-1957652.0,1075720.8,-6538052.0
-1968220.1,1075720.8,-6489181.5
-1978788.1,1075720.8,-6440311.0
-1989356.2,1075720.8,-6391440.5
-1999924.4,1075720.8,-6342570.0
-2010492.5,1075720.8,-6293700.0
-2021060.6,1075720.8,-6244829.5
-2031628.8,1075720.8,-6195959.0
-2042196.8,1075720.8,-6147088.5
-2052764.9,1075720.8,-6098218.0
-2063333.0,1075720.8,-6049348.0
-2073901.1,1075720.8,-6000477.5
-2084469.2,1075720.8,-5951607.0
-2095037.4,1075720.8,-5902736.5
-2105605.5,1075720.8,-5853866.5
-2116173.5,1075720.8,-5804996.0
-2126741.8,1075720.8,-5756125.5
-2137309.8,1075720.8,-5707255.0
0.0,0.0,0.0
-2127470.0,1118582.9,-5781861.0
-2116901.8,1118582.9,-5830731.5
-2106333.8,1118582.9,-5879601.5
-2095765.6,1118582.9,-5928472.0
-2085197.5,1118582.9,-5977342.5
-2074629.4,1118582.9,-6026213.0
-2064061.2,1118582.9,-6075083.0
-2053493.2,1118582.9,-6123953.5
-2042925.1,1118582.9,-6172824.0
-2032357.0,1118582.9,-6221694.5
-2021788.9,1118582.9,-6270565.0
-2011220.8,1118582.9,-6319435.0
-2000652.6,1118582.9,-6368305.5
-1990084.6,1118582.9,-6417176.0
-1979516.5,1118582.9,-6466046.5
-1968948.4,1118582.9,-6514916.5
-1958380.2,1118582.9,-6563787.0
-1947812.1,1118582.9,-6612657.5
-1937244.0,1118582.9,-6661528.0
0.0,0.0,0.0
-1959108.6,1161445.0,-6589522.5
-1969676.6,1161445.0,-6540652.0
-1980244.8,1161445.0,-6491781.5
-1990812.9,1161445.0,-6442911.5
-2001381.0,1161445.0,-6394041.0
-2011949.1,1161445.0,-6345170.5
-2022517.2,1161445.0,-6296300.0
-2033085.2,1161445.0,-6247429.5
-2043653.4,1161445.0,-6198559.5
-2054221.5,1161445.0,-6149689.0
-2064789.6,1161445.0,-6100818.5
-2075357.8,1161445.0,-6051948.0
-2085925.9,1161445.0,-6003078.0
-2096493.9,1161445.0,-5954207.5
-2107062.0,1161445.0,-5905337.0
-2117630.2,1161445.0,-5856466.5
-2118358.5,1204307.1,-5882202.0
-2107790.2,1204307.1,-5931072.5
-2097222.2,1204307.1,-5979942.5
-2086654.1,1204307.1,-6028813.0
-2076086.0,1204307.1,-6077683.5
-2065517.9,1204307.1,-6126554.0
-2054949.8,1204307.1,-6175424.5
-2044381.8,1204307.1,-6224294.5
-2033813.6,1204307.1,-6273165.0
-2023245.5,1204307.1,-6322035.5
-2012677.4,1204307.1,-6370906.0
-2002109.2,1204307.1,-6419776.5
-1991541.1,1204307.1,-6468646.5
-1980973.1,1204307.1,-6517517.0
-1970405.0,1204307.1,-6566387.5
-1981701.4,1247169.2,-6543252.5
-1992269.5,1247169.2,-6494382.0
-2002837.6,1247169.2,-6445511.5
-2013405.6,1247169.2,-6396641.0
-2023973.8,1247169.2,-6347771.0
-2034541.9,1247169.2,-6298900.5
-2045110.0,1247169.2,-6250030.0
-2055678.1,1247169.2,-6201159.5
-2066246.2,1247169.2,-6152289.5
-2076814.2,1247169.2,-6103419.0
-2087382.4,1247169.2,-6054548.5
-2097950.5,1247169.2,-6005678.0
-2108518.5,1247169.2,-5956807.5
-2109247.0,1290031.4,-5982543.0
-2098678.8,1290031.4,-6031413.5
-2088110.8,1290031.4,-6080284.0
-2077542.6,1290031.4,-6129154.0
-2066974.5,1290031.4,-6178024.5
-2056406.4,1290031.4,-6226895.0
-2045838.2,1290031.4,-6275765.5
-2035270.2,1290031.4,-6324636.0
-2024702.1,1290031.4,-6373506.0
-2014134.0,1290031.4,-6422376.5
-2003565.9,1290031.4,-6471247.0
-1992997.8,1290031.4,-6520117.5
-2004294.1,1332893.5,-6496982.5
-2014862.2,1332893.5,-6448112.0
-2025430.4,1332893.5,-6399241.5
-2035998.5,1332893.5,-6350371.0
-2046566.6,1332893.5,-6301500.5
-2057134.8,1332893.5,-6252630.5
-2067702.8,1332893.5,-6203760.0
-2078270.9,1332893.5,-6154889.5
-2088839.0,1332893.5,-6106019.0
-2099407.0,1332893.5,-6057149.0
0.0,0.0,0.0
-2089567.2,1375755.6,-6131754.5
-2078999.2,1375755.6,-6180625.0
-2068431.1,1375755.6,-6229495.5
-2057863.0,1375755.6,-6278365.5
-2047294.9,1375755.6,-6327236.0
-2036726.8,1375755.6,-6376106.5
-2026158.6,1375755.6,-6424977.0
-2015590.6,1375755.6,-6473847.5
-2026887.0,1418617.8,-6450712.0
-2037455.1,1418617.8,-6401842.0
-2048023.2,1418617.8,-6352971.5
-2058591.2,1418617.8,-6304101.0
-2069159.4,1418617.8,-6255230.5
-2079727.5,1418617.8,-6206360.5
-2090295.6,1418617.8,-6157490.0
0.0,0.0,0.0
-2080455.8,1461479.9,-6232095.5
-2069887.8,1461479.9,-6280966.0
-2059319.6,1461479.9,-6329836.5
-2048751.5,1461479.9,-6378707.0
-2038183.4,1461479.9,-6427577.0
-2049479.8,1504342.0,-6404442.0
-2060047.9,1504342.0,-6355572.0
-2070616.0,1504342.0,-6306701.5
-2071344.2,1547204.1,-6332436.5
2286000.0,1282125.8,-4414473.0
2286000.0,1269545.4,-4366081.5
2286000.0,1256965.1,-4317690.0
2286000.0,1244384.8,-4269298.5
2286000.0,1231804.4,-4220907.0
2286000.0,1219224.0,-4172515.8
2286000.0,1206643.8,-4124124.2
2286000.0,1194063.4,-4075732.8
2286000.0,1181483.0,-4027341.2
2286000.0,1168902.6,-3978949.8
2286000.0,1156322.4,-3930558.2
2286000.0,1143742.0,-3882166.8
2286000.0,1131161.6,-3833775.5
2286000.0,1118581.2,-3785384.0
2286000.0,1106001.0,-3736992.5
2286000.0,1093420.6,-3688601.0
2286000.0,1080840.2,-3640209.5
2286000.0,1068260.0,-3591818.0
2286000.0,1055679.6,-3543426.5
2286000.0,1043099.25,-3495035.0
2286000.0,1030518.94,-3446643.5
2286000.0,1017938.56,-3398252.0
2286000.0,1005358.25,-3349860.5
2286000.0,992777.9,-3301469.2
2286000.0,980197.56,-3253077.8
2286000.0,967617.2,-3204686.2
2286000.0,955036.9,-3156294.8
2286000.0,942456.56,-3107903.2
2286000.0,929876.2,-3059511.8
2286000.0,917295.9,-3011120.2
2286000.0,904715.5,-2962728.8
2286000.0,892135.2,-2914337.2
2286000.0,879554.8,-2865945.8
2286000.0,866974.5,-2817554.2
2286000.0,854394.1,-2769163.0
2286000.0,841813.8,-2720771.5
2286000.0,829233.44,-2672380.0
2286000.0,816653.1,-2623988.5
2286000.0,804072.75,-2575597.0
2286000.0,791492.44,-2527205.5
2286000.0,778912.1,-2478814.0
2286000.0,766331.75,-2430422.5
2286000.0,753751.44,-2382031.0
2286000.0,741171.06,-2333639.5
2286000.0,728590.75,-2285248.0
2286000.0,716010.4,-2236856.8
2286000.0,703430.06,-2188465.2
2286000.0,690849.7,-2140073.8
2286000.0,678269.4,-2091682.2
2286000.0,665689.0,-2043290.8
2286000.0,653108.7,-1994899.2
2286000.0,640528.3,-1946507.8
2286000.0,627948.0,-1898116.2
2286000.0,615367.7,-1849724.9
2286000.0,602787.3,-1801333.4
2286000.0,590207.0,-1752941.9
2286000.0,577626.6,-1704550.4
2286000.0,565046.3,-1656158.9
2286000.0,552465.94,-1607767.5
2286000.0,539885.6,-1559376.0
2286000.0,527305.25,-1510984.5
2286000.0,514724.94,-1462593.0
2286000.0,502144.6,-1414201.5
2286000.0,489564.25,-1365810.1
0.0,0.0,0.0
0.0,0.0,0.0
2286000.0,550343.0,-1427502.4
2286000.0,562923.4,-1475893.9
2286000.0,575503.7,-1524285.4
2286000.0,588084.0,-1572676.8
2286000.0,600664.4,-1621068.2
2286000.0,613244.7,-1669459.8
2286000.0,625825.06,-1717851.2
2286000.0,638405.4,-1766242.8
2286000.0,650985.75,-1814634.2
2286000.0,663566.06,-1863025.6
2286000.0,676146.44,-1911417.1
2286000.0,688726.75,-1959808.6
2286000.0,701307.1,-2008200.1
2286000.0,713887.44,-2056591.6
2286000.0,726467.8,-2104983.0
2286000.0,739048.1,-2153374.5
2286000.0,751628.44,-2201766.0
2286000.0,764208.8,-2250157.5
2286000.0,776789.1,-2298549.0
2286000.0,789369.5,-2346940.5
2286000.0,801949.8,-2395332.0
2286000.0,814530.2,-2443723.5
2286000.0,827110.5,-2492114.8
2286000.0,839690.9,-2540506.2
2286000.0,852271.2,-2588897.8
2286000.0,864851.56,-2637289.2
2286000.0,877431.9,-2685680.8
2286000.0,890012.25,-2734072.2
2286000.0,902592.56,-2782463.8
2286000.0,915172.9,-2830855.2
2286000.0,927753.25,-2879246.8
2286000.0,940333.56,-2927638.2
2286000.0,952913.94,-2976029.8
2286000.0,965494.25,-3024421.0
2286000.0,978074.6,-3072812.5
2286000.0,990654.94,-3121204.0
2286000.0,1003235.3,-3169595.5
2286000.0,1015815.6,-3217987.0
2286000.0,1028396.0,-3266378.5
2286000.0,1040976.3,-3314770.0
2286000.0,1053556.6,-3363161.5
2286000.0,1066137.0,-3411553.0
2286000.0,1078717.4,-3459944.5
2286000.0,1091297.6,-3508336.0
2286000.0,1103878.0,-3556727.2
2286000.0,1116458.4,-3605118.8
2286000.0,1129038.8,-3653510.2
2286000.0,1141619.0,-3701901.8
2286000.0,1154199.4,-3750293.2
2286000.0,1166779.8,-3798684.8
2286000.0,1179360.1,-3847076.2
2286000.0,1191940.4,-3895467.8
2286000.0,1204520.8,-3943859.2
2286000.0,1217101.1,-3992250.8
2286000.0,1229681.4,-4040642.0
2286000.0,1242261.8,-4089033.5
2286000.0,1254842.1,-4137425.0
2286000.0,1267422.5,-4185816.5
2286000.0,1280002.8,-4234208.0
2286000.0,1292583.1,-4282599.5
0.0,0.0,0.0
2286000.0,1315620.9,-4199117.5
2286000.0,1303040.5,-4150726.0
2286000.0,1290460.2,-4102334.5
2286000.0,1277879.9,-4053943.0
2286000.0,1265299.5,-4005551.5
2286000.0,1252719.1,-3957160.0
2286000.0,1240138.9,-3908768.5
2286000.0,1227558.5,-3860377.0
2286000.0,1214978.1,-3811985.5
2286000.0,1202397.8,-3763594.0
2286000.0,1189817.5,-3715202.5
2286000.0,1177237.1,-3666811.2
2286000.0,1164656.8,-3618419.8
2286000.0,1152076.5,-3570028.2
2286000.0,1139496.1,-3521636.8
2286000.0,1126915.8,-3473245.2
2286000.0,1114335.4,-3424853.8
2286000.0,1101755.1,-3376462.2
2286000.0,1089174.8,-3328070.8
2286000.0,1076594.4,-3279679.2
2286000.0,1064014.0,-3231287.8
2286000.0,1051433.8,-3182896.5
2286000.0,1038853.4,-3134505.0
2286000.0,1026273.0,-3086113.5
2286000.0,1013692.7,-3037722.0
2286000.0,1001112.4,-2989330.5
2286000.0,988532.0,-2940939.0
2286000.0,975951.7,-2892547.5
2286000.0,963371.3,-2844156.0
2286000.0,950791.0,-2795764.5
2286000.0,938210.6,-2747373.0
2286000.0,925630.3,-2698981.5
2286000.0,913049.94,-2650590.2
2286000.0,900469.6,-2602198.8
2286000.0,887889.25,-2553807.2
2286000.0,875308.94,-2505415.8
2286000.0,862728.56,-2457024.2
2286000.0,850148.25,-2408632.8
2286000.0,837567.94,-2360241.2
2286000.0,824987.56,-2311849.8
2286000.0,812407.25,-2263458.2
2286000.0,799826.9,-2215066.8
2286000.0,787246.56,-2166675.2
2286000.0,774666.2,-2118284.0
2286000.0,762085.9,-2069892.4
2286000.0,749505.5,-2021501.0
2286000.0,736925.2,-1973109.5
2286000.0,724344.8,-1924718.0
2286000.0,711764.5,-1876326.5
2286000.0,699184.1,-1827935.0
2286000.0,686603.8,-1779543.5
2286000.0,674023.5,-1731152.1
2286000.0,661443.1,-1682760.6
2286000.0,648862.8,-1634369.1
2286000.0,636282.44,-1585977.6
2286000.0,623702.1,-1537586.1
2286000.0,611121.75,-1489194.8
0.0,0.0,0.0
0.0,0.0,0.0
2286000.0,671900.5,-1550887.0
2286000.0,684480.9,-1599278.5
2286000.0,697061.2,-1647670.0
2286000.0,709641.56,-1696061.5
2286000.0,722221.9,-1744452.9
2286000.0,734802.25,-1792844.4
2286000.0,747382.56,-1841235.9
2286000.0,759962.94,-1889627.4
2286000.0,772543.25,-1938018.9
2286000.0,785123.6,-1986410.2
2286000.0,797703.94,-2034801.8
2286000.0,810284.25,-2083193.2
2286000.0,822864.6,-2131584.8
2286000.0,835444.94,-2179976.2
2286000.0,848025.3,-2228367.8
2286000.0,860605.6,-2276759.2
2286000.0,873186.0,-2325150.8
2286000.0,885766.3,-2373542.0
2286000.0,898346.7,-2421933.5
2286000.0,910927.0,-2470325.0
2286000.0,923507.4,-2518716.5
2286000.0,936087.7,-2567108.0
2286000.0,948668.06,-2615499.5
2286000.0,961248.4,-2663891.0
2286000.0,973828.7,-2712282.5
2286000.0,986409.06,-2760674.0
2286000.0,998989.4,-2809065.5
2286000.0,1011569.75,-2857457.0
2286000.0,1024150.06,-2905848.2
2286000.0,1036730.44,-2954239.8
2286000.0,1049310.8,-3002631.2
2286000.0,1061891.1,-3051022.8
2286000.0,1074471.5,-3099414.2
2286000.0,1087051.8,-3147805.8
2286000.0,1099632.1,-3196197.2
2286000.0,1112212.5,-3244588.8
2286000.0,1124792.8,-3292980.2
2286000.0,1137373.1,-3341371.8
2286000.0,1149953.5,-3389763.0
2286000.0,1162533.9,-3438154.5
2286000.0,1175114.1,-3486546.0
2286000.0,1187694.5,-3534937.5
2286000.0,1200274.9,-3583329.0
2286000.0,1212855.2,-3631720.5
2286000.0,1225435.5,-3680112.0
2286000.0,1238015.9,-3728503.5
2286000.0,1250596.2,-3776895.0
2286000.0,1263176.6,-3825286.5
2286000.0,1275756.9,-3873678.0
2286000.0,1288337.2,-3922069.2
2286000.0,1300917.6,-3970460.8
2286000.0,1313497.9,-4018852.2
2286000.0,1326078.2,-4067243.8
0.0,0.0,0.0
2286000.0,1349116.0,-3983761.8
2286000.0,1336535.6,-3935370.2
2286000.0,1323955.4,-3886978.8
2286000.0,1311375.0,-3838587.2
2286000.0,1298794.6,-3790195.8
2286000.0,1286214.2,-3741804.2
2286000.0,1273634.0,-3693412.8
2286000.0,1261053.6,-3645021.2
2286000.0,1248473.2,-3596629.8
2286000.0,1235892.9,-3548238.5
2286000.0,1223312.6,-3499847.0
2286000.0,1210732.2,-3451455.5
2286000.0,1198151.9,-3403064.0
2286000.0,1185571.6,-3354672.5
2286000.0,1172991.2,-3306281.0
2286000.0,1160410.9,-3257889.5
2286000.0,1147830.5,-3209498.0
2286000.0,1135250.2,-3161106.5
2286000.0,1122669.9,-3112715.0
2286000.0,1110089.5,-3064323.8
2286000.0,1097509.1,-3015932.2
2286000.0,1084928.9,-2967540.8
2286000.0,1072348.5,-2919149.2
2286000.0,1059768.1,-2870757.8
2286000.0,1047187.8,-2822366.2
2286000.0,1034607.5,-2773974.8
2286000.0,1022027.1,-2725583.2
2286000.0,1009446.8,-2677191.8
2286000.0,996866.44,-2628800.2
2286000.0,984286.1,-2580408.8
2286000.0,971705.75,-2532017.5
2286000.0,959125.44,-2483626.0
2286000.0,946545.06,-2435234.5
2286000.0,933964.75,-2386843.0
